PostNumber,DiseaseId,DiseaseName,SymptomId,SymptomName,TreatmentId,TreatmentName,DrugId,DrugName,BodypartId,BodypartName
49,C0036916,Sexually Transmitted Diseases,,,,,,,,
49,,,C0030193,Pain,,,,,,
49,,,,,C0079613,Adoptive Immunotherapy,,,,
49,,,,,C0152054,Therapeutic tactile stimulation,,,,
49,,,,,,,,,C0929370,Intralobular part of terminal lactiferous duct
49,,,,,,,,,C1281590,Entire head
49,,,,,,,,,C0227952,Foreskin of penis
49,,,,,,,,,C1280739,Entire penis
50,C0036916,Sexually Transmitted Diseases,,,,,,,,
50,,,C0009806,Constipation,,,,,,
50,,,,,C0150141,Bathing,,,,
50,,,,,,,,,C0042232,Vagina
50,,,,,,,,,C0227759,Labium
50,,,,,,,,,C1285092,Gland
50,,,,,,,,,C0178825,ano-rectal
51,C0003864,Arthritis,,,,,,,,
51,,,C0221423,Illness (finding),,,,,,
51,,,C0030193,Pain,,,,,,
52,C0011119,Decompression Sickness,,,,,,,,
52,,,C0024031,Low Back Pain,,,,,,
52,,,C0030193,Pain,,,,,,
52,,,,,C0600080,Stretching exercises,,,,
52,,,,,C1522704,Exercise Pain Management,,,,
52,,,,,,,,,C1281590,Entire head
52,,,,,,,,,C0423866,Lanugo
53,C0036916,Sexually Transmitted Diseases,,,,,,,,
53,,,C0235706,back discomfort,,,,,,
53,,,C0236082,Vaginal pain,,,,,,
53,,,C0231218,Malaise,,,,,,
53,,,C0015672,Fatigue,,,,,,
53,,,C0033774,Pruritus,,,,,,
53,,,C0151908,Dry skin,,,,,,
53,,,C0030193,Pain,,,,,,
53,,,,,C1318469,Lubrication procedure,,,,
53,,,,,C0522772,Shaving - surgical procedure,,,,
53,,,,,,,,,C0230102,Lower back structure
53,,,,,,,,,C1281590,Entire head
53,,,,,,,,,C0030851,penis
53,,,,,,,,,C0008984,Clitoris
54,C0036916,Sexually Transmitted Diseases,,,,,,,,
54,,,C0033774,Pruritus,,,,,,
54,,,,,,,,,C0030797,Pelvis
55,C0003864,Arthritis,,,,,,,,
55,,,C0557875,Tired,,,,,,
55,,,C0231218,Malaise,,,,,,
55,,,,,C1522449,Therapeutic radiology procedure,,,,
55,,,,,C0087111,Therapeutic procedure,,,,
55,,,,,,,,,C4048756,Right arm
55,,,,,,,,,C0018563,Hand
55,,,,,,,,,C0022742,Knee
55,,,,,,,,,C0016504,Foot
56,C0036916,Sexually Transmitted Diseases,,,,,,,,
56,,,C0231218,Malaise,,,,,,
56,,,C0030193,Pain,,,,,,
56,,,C0423736,Scalding pain on urination,,,,,,
56,,,C0268988,Pruritus of penis,,,,,,
56,,,,,C0600080,Stretching exercises,,,,
56,,,,,C1318469,Lubrication procedure,,,,
56,,,,,,,,,C1281590,Entire head
56,,,,,,,,,C0042232,Vagina
57,C0003864,Arthritis,,,,,,,,
58,C0036916,Sexually Transmitted Diseases,,,,,,,,
58,,,,,,,,,C0222604,Male mammary gland
59,C0042029,Urinary tract infection,,,,,,,,
59,,,C0042256,Pruritus of vagina,,,,,,
60,C0036916,Sexually Transmitted Diseases,,,,,,,,
61,C0268621,Hepatic methionine adenosyltransferase deficiency,,,,,,,,
61,,,,,C0087111,Therapeutic procedure,,,,
62,C0036916,Sexually Transmitted Diseases,,,,,,,,
62,,,C0015230,Exanthema,,,,,,
62,,,C0242429,Sore Throat,,,,,,
62,,,C3257980,Other symptoms,,,,,,
62,,,C0234233,Sore to touch,,,,,,
62,,,,,,,,,C1280736,Entire palatine tonsil
62,,,,,,,,,C0040421,Palatine Tonsil
62,,,,,,,,,C0023759,Lip structure
63,C0036916,Sexually Transmitted Diseases,,,,,,,,
64,C0036916,Sexually Transmitted Diseases,,,,,,,,
64,,,,,,,,,C1280742,Entire vulva
65,C0036916,Sexually Transmitted Diseases,,,,,,,,
65,,,C0033774,Pruritus,,,,,,
65,,,C0085624,Burning sensation,,,,,,
65,,,C0030193,Pain,,,,,,
65,,,,,,,,,C3668819,Tail fluke (body structure)
66,C0036916,Sexually Transmitted Diseases,,,,,,,,
66,,,C0033774,Pruritus,,,,,,
66,,,,,C0242390,Home Remedies,,,,
66,,,,,,,,,C0042232,Vagina
67,C0036916,Sexually Transmitted Diseases,,,,,,,,
67,,,C0748706,side pain,,,,,,
67,,,C0030193,Pain,,,,,,
67,,,,,,,,,C1550261,Glans
68,C0003864,Arthritis,,,,,,,,
68,,,,,C0451615,Pain relief,,,,
68,,,,,C0086511,Knee Replacement Arthroplasty (procedure),,,,
68,,,,,,,,,C0230431,Structure of right knee
69,C0018099,Gout,,,,,,,,
70,C0003864,Arthritis,,,,,,,,
70,,,C0234238,Ache,,,,,,
70,,,,,C0086511,Knee Replacement Arthroplasty (procedure),,,,
70,,,,,,,,,C0022742,Knee
71,C0003873,Rheumatoid Arthritis,,,,,,,,
71,,,C0557875,Tired,,,,,,
71,,,,,C3687832,DRUGS,,,,
71,,,,,C0087111,Therapeutic procedure,,,,
71,,,,,,,,,C4048756,Right arm
71,,,,,,,,,C0699819,Gut
72,C0003864,Arthritis,,,,,,,,
72,,,,,C0021485,Injection of therapeutic agent,,,,
73,C0003864,Arthritis,,,,,,,,
73,,,C1704276,Spasmodic movement,,,,,,
73,,,C0231617,Catch - Finding of sensory dimension of pain,,,,,,
73,,,C0030193,Pain,,,,,,
73,,,,,C0079613,Adoptive Immunotherapy,,,,
73,,,,,C0150220,Range of motion exercise,,,,
73,,,,,,,,,C0223804,Proximal epiphysis of phalanx of hand
73,,,,,,,,,C1269612,Entire upper arm
73,,,,,,,,,C1269613,Entire thumb
73,,,,,,,,,C0015392,Eye
73,,,,,,,,,C1281583,Entire hand
73,,,,,,,,,C0459397,Skin crease
73,,,,,,,,,C0935603,Left thumb
73,,,,,,,,,C0560733,Bone structure of phalanx of thumb
73,,,,,,,,,C0262950,Skeletal bone
74,C0029456,Osteoporosis,,,,,,,,
74,,,,,,,,,C4048756,Right arm
75,C0036916,Sexually Transmitted Diseases,,,,,,,,
75,,,C0683369,Clouded consciousness,,,,,,
75,,,,,C1511790,Detection,,,,
76,C0042029,Urinary tract infection,,,,,,,,
76,,,C0231218,Malaise,,,,,,
76,,,C0085624,Burning sensation,,,,,,
77,C0041834,Erythema,,,,,,,,
77,,,C0033774,Pruritus,,,,,,
77,,,C0030193,Pain,,,,,,
78,C0702166,Acne,,,,,,,,
78,,,,,,,,,C1278911,Entire lip
79,C0036916,Sexually Transmitted Diseases,,,,,,,,
80,C0036916,Sexually Transmitted Diseases,,,,,,,,
80,,,C0033774,Pruritus,,,,,,
80,,,,,C0087111,Therapeutic procedure,,,,
81,C0036916,Sexually Transmitted Diseases,,,,,,,,
81,,,,,,,,,C0042232,Vagina
82,C0702166,Acne,,,,,,,,
82,,,,,C0872145,Directly Observed Therapy,,,,
82,,,,,,,,,C1278911,Entire lip
83,C0036916,Sexually Transmitted Diseases,,,,,,,,
83,,,C1442877,Sore skin,,,,,,
83,,,C0033774,Pruritus,,,,,,
83,,,,,,,,,C0227759,Labium
84,C0036916,Sexually Transmitted Diseases,,,,,,,,
84,,,,,,,,,C0227936,Body of penis
85,C0003864,Arthritis,,,,,,,,
85,,,C0234238,Ache,,,,,,
85,,,C0741585,BODY ACHE,,,,,,
85,,,C0151827,Eye pain,,,,,,
85,,,C0000737,Abdominal Pain,,,,,,
85,,,C0234251,Inflammatory pain,,,,,,
85,,,C0238740,severe back pain,,,,,,
85,,,C0030193,Pain,,,,,,
85,,,C0004604,Back Pain,,,,,,
85,,,,,,,,,C0018787,Heart
85,,,,,,,,,C0015392,Eye
86,C0003864,Arthritis,,,,,,,,
86,,,,,C0187769,Operative procedure on knee,,,,
86,,,,,,,,,C0230432,Structure of left knee
86,,,,,,,,,C4019253,Kneecap
86,,,,,,,,,C0230425,Structure of right thigh
87,C0003864,Arthritis,,,,,,,,
87,,,C0234233,Sore to touch,,,,,,
87,,,,,C0452240,Physical therapy exercises,,,,
87,,,,,C0392806,Hip Replacement Arthroplasty (procedure),,,,
87,,,,,,,,,C1995013,Set of muscles
88,C0003864,Arthritis,,,,,,,,
88,,,C0030193,Pain,,,,,,
89,C0003864,Arthritis,,,,,,,,
89,,,,,,,,,C0230443,Structure of left lower leg
89,,,,,,,,,C0022742,Knee
89,,,,,,,,,C0030647,Patella
90,C0003864,Arthritis,,,,,,,,
90,,,C0030193,Pain,,,,,,
90,,,,,,,,,C0008913,Bone structure of clavicle
90,,,,,,,,,C1279580,Entire sternum
90,,,,,,,,,C4019107,Collar Bone
91,C0003864,Arthritis,,,,,,,,
91,,,C0030193,Pain,,,,,,
91,,,,,C0851189,Application of ice packs,,,,
91,,,,,,,,,C1269613,Entire thumb
92,C0003864,Arthritis,,,,,,,,
92,,,C0036572,Seizures,,,,,,
92,,,C0030193,Pain,,,,,,
92,,,,,C0864243,"Arthroplasty, Replacement, Partial Knee",,,,
92,,,,,C0441610,Reduction - action,,,,
92,,,,,C0150220,Range of motion exercise,,,,
92,,,,,C0035139,Surgical Replantation,,,,
92,,,,,C0021107,Implantation procedure,,,,
92,,,,,,,,,C1279571,Entire right knee
93,C0003864,Arthritis,,,,,,,,
94,C0003873,Rheumatoid Arthritis,,,,,,,,
94,,,,,,,,,C0018563,Hand
95,C0003864,Arthritis,,,,,,,,
96,C0003864,Arthritis,,,,,,,,
96,,,C0030193,Pain,,,,,,
96,,,,,C1261311,Injection of steroid,,,,
96,,,,,C0439631,Primary operation,,,,
96,,,,,C1533685,Injection procedure,,,,
96,,,,,,,,,C1269613,Entire thumb
97,C0036916,Sexually Transmitted Diseases,,,,,,,,
97,,,C0566948,Swelling of vagina,,,,,,
97,,,C0850149,Dry cough,,,,,,
97,,,C0018681,Headache,,,,,,
97,,,C0877491,bumps tongue,,,,,,
97,,,C0221727,Pain in esophagus (finding),,,,,,
97,,,C0028081,Night sweats,,,,,,
97,,,,,,,,,C0030851,penis
97,,,,,,,,,C1280698,Entire throat (surface region of neck)
97,,,,,,,,,C0040408,Tongue
97,,,,,,,,,C0024204,lymph nodes
98,C0036916,Sexually Transmitted Diseases,,,,,,,,
99,C0730321,Punctate inner choroidopathy,,,,,,,,
99,,,,,C0522772,Shaving - surgical procedure,,,,
99,,,,,,,,,C1278985,Entire vagina
99,,,,,,,,,C0227759,Labium
100,C0036916,Sexually Transmitted Diseases,,,,,,,,
100,,,,,,,,,C0030851,penis
101,C0036916,Sexually Transmitted Diseases,,,,,,,,
101,,,,,,,,,C0227759,Labium
102,C0036916,Sexually Transmitted Diseases,,,,,,,,
102,,,C0151908,Dry skin,,,,,,
103,C0409939,Osteoarthritis of glenohumeral joint,,,,,,,,
103,,,C0030193,Pain,,,,,,
103,,,,,C0451615,Pain relief,,,,
103,,,,,C0949766,Physical therapy,,,,
103,,,,,C1261311,Injection of steroid,,,,
103,,,,,C0035016,Rejuvenation,,,,
103,,,,,C0856432,Shoulder injection,,,,
103,,,,,C0872278,stem cell therapy,,,,
103,,,,,C0035139,Surgical Replantation,,,,
103,,,,,,,,,C1281590,Entire head
103,,,,,,,,,C0262950,Skeletal bone
104,C0263776,Coxitis,,,,,,,,
104,,,C0518214,Perceived quality of life,,,,,,
104,,,C0030193,Pain,,,,,,
104,,,,,C0190264,Operation on aorta,,,,
104,,,,,C0392806,Hip Replacement Arthroplasty (procedure),,,,
104,,,,,C0452410,Balanced diet,,,,
104,,,,,C0743733,Eye laser surgery,,,,
104,,,,,C0002903,Anesthesia procedures,,,,
104,,,,,C1519433,Special Diet Therapy,,,,
104,,,,,C0035139,Surgical Replantation,,,,
104,,,,,C0596706,hip surgery,,,,
104,,,,,,,,,C0018787,Heart
104,,,,,,,,,C0024109,Lung
104,,,,,,,,,C0423866,Lanugo
105,C0003864,Arthritis,,,,,,,,
105,,,C0239266,Pain in elbow,,,,,,
105,,,C0231749,Knee pain,,,,,,
105,,,C0030193,Pain,,,,,,
105,,,C0683369,Clouded consciousness,,,,,,
105,,,,,C1513003,Massage and Body Therapeutic Techniques,,,,
105,,,,,C0949766,Physical therapy,,,,
105,,,,,C0600080,Stretching exercises,,,,
105,,,,,C1533685,Injection procedure,,,,
105,,,,,,,,,C1305417,Entire elbow region
105,,,,,,,,,C0022742,Knee
106,C0026946,Mycoses,,,,,,,,
106,,,C0033774,Pruritus,,,,,,
106,,,,,,,,,C1281590,Entire head
106,,,,,,,,,C1280739,Entire penis
107,C0003864,Arthritis,,,,,,,,
107,,,C0184567,Acute onset pain,,,,,,
107,,,C0030193,Pain,,,,,,
107,,,C0302539,spells (neurological symptom),,,,,,
107,,,,,,,,,C0040067,Thumb structure
107,,,,,,,,,C1269613,Entire thumb
108,C0011119,Decompression Sickness,,,,,,,,
108,,,C0277823,Charleyhorse (finding),,,,,,
108,,,C1446787,Cramping sensation quality,,,,,,
108,,,C0026821,Muscle Cramp,,,,,,
108,,,,,,,,,C1269078,Entire upper limb
109,C0003864,Arthritis,,,,,,,,
109,,,C0003862,Arthralgia,,,,,,
109,,,C0036572,Seizures,,,,,,
109,,,C0030193,Pain,,,,,,
109,,,,,,,,,C0040132,Thyroid Gland
109,,,,,,,,,C0022742,Knee
110,C0003864,Arthritis,,,,,,,,
110,,,C0003862,Arthralgia,,,,,,
110,,,C0241394,Pain in thumb,,,,,,
110,,,C0030193,Pain,,,,,,
110,,,,,,,,,C1269613,Entire thumb
111,C0003864,Arthritis,,,,,,,,
111,,,,,,,,,C0230461,Structure of left foot
112,C0003864,Arthritis,,,,,,,,
112,,,C0221423,Illness (finding),,,,,,
112,,,C0042963,Vomiting,,,,,,
112,,,C0015672,Fatigue,,,,,,
112,,,C0027498,Nausea and vomiting,,,,,,
112,,,C0030193,Pain,,,,,,
112,,,,,C3687832,DRUGS,,,,
112,,,,,,,,,C0926332,Hair of leg
112,,,,,,,,,C0015392,Eye
112,,,,,,,,,C0018494,Hair
113,C0036916,Sexually Transmitted Diseases,,,,,,,,
114,C0033377,Ptosis,,,,,,,,
114,,,,,C0574032,Infusion procedures,,,,
114,,,,,,,,,C0018787,Heart
115,C0003864,Arthritis,,,,,,,,
115,,,C0857057,blotchy,,,,,,
115,,,C0033774,Pruritus,,,,,,
115,,,C0030193,Pain,,,,,,
115,,,C0314719,Dryness of eye,,,,,,
115,,,,,C0087111,Therapeutic procedure,,,,
115,,,,,,,,,C4048756,Right arm
115,,,,,,,,,C0228505,Nodulus cerebelli
115,,,,,,,,,C0015392,Eye
115,,,,,,,,,C1281591,Entire face
115,,,,,,,,,C1281592,Entire neck
116,C0730321,Punctate inner choroidopathy,,,,,,,,
116,,,C0033774,Pruritus,,,,,,
116,,,,,,,,,C1278920,Entire stomach
117,C0003864,Arthritis,,,,,,,,
117,,,C0030193,Pain,,,,,,
117,,,,,C0452240,Physical therapy exercises,,,,
117,,,,,,,,,C1280013,Entire right ankle
117,,,,,,,,,C0230461,Structure of left foot
117,,,,,,,,,C0039508,Tendon structure
118,C0750466,Yeast infection,,,,,,,,
118,,,,,,,,,C0227296,Papilla of duodenum
118,,,,,,,,,C0042232,Vagina
119,C0036916,Sexually Transmitted Diseases,,,,,,,,
119,,,,,,,,,C0018563,Hand
119,,,,,,,,,C1288949,Entire left hand
120,C0036916,Sexually Transmitted Diseases,,,,,,,,
121,C0036916,Sexually Transmitted Diseases,,,,,,,,
121,,,,,,,,,C1281590,Entire head
121,,,,,,,,,C0227952,Foreskin of penis
122,C0036916,Sexually Transmitted Diseases,,,,,,,,
123,C0003864,Arthritis,,,,,,,,
123,,,C0003862,Arthralgia,,,,,,
123,,,C0033774,Pruritus,,,,,,
123,,,C0151908,Dry skin,,,,,,
123,,,C0012833,Dizziness,,,,,,
123,,,C0240941,Pruritus of scalp,,,,,,
123,,,C0238740,severe back pain,,,,,,
123,,,C0030193,Pain,,,,,,
123,,,C1446787,Cramping sensation quality,,,,,,
123,,,,,,,,,C1305417,Entire elbow region
123,,,,,,,,,C0022742,Knee
123,,,,,,,,,C1268257,Entire right elbow region
123,,,,,,,,,C0039508,Tendon structure
124,C0003864,Arthritis,,,,,,,,
124,,,C0740418,Chronic back pain,,,,,,
124,,,C0557875,Tired,,,,,,
124,,,C0015672,Fatigue,,,,,,
124,,,C0239833,Hand pain,,,,,,
124,,,C0030193,Pain,,,,,,
124,,,,,,,,,C1305417,Entire elbow region
124,,,,,,,,,C0022742,Knee
124,,,,,,,,,C1281592,Entire neck
125,C0019342,Genital Herpes,,,,,,,,
125,,,,,C0152277,Incision and drainage,,,,
126,C0741237,arthritis symptoms,,,,,,,,
127,C0003864,Arthritis,,,,,,,,
127,,,C0030193,Pain,,,,,,
127,,,,,C0021485,Injection of therapeutic agent,,,,
127,,,,,,,,,C0230431,Structure of right knee
127,,,,,,,,,C0022742,Knee
128,C0009450,Communicable Diseases,,,,,,,,
128,,,,,C0199779,Administration of antibiotic,,,,
128,,,,,C0087111,Therapeutic procedure,,,,
128,,,,,,,,,C1184743,bony process
129,C0003864,Arthritis,,,,,,,,
129,,,C0004604,Back Pain,,,,,,
129,,,,,C0949766,Physical therapy,,,,
129,,,,,C0087111,Therapeutic procedure,,,,
129,,,,,,,,,C0230102,Lower back structure
129,,,,,,,,,C1279572,Entire left knee
130,C0003864,Arthritis,,,,,,,,
130,,,,,,,,,C1281590,Entire head
130,,,,,,,,,C1281592,Entire neck
131,C0003864,Arthritis,,,,,,,,
131,,,C0030193,Pain,,,,,,
131,,,,,C0920467,disorder control (procedure),,,,
131,,,,,,,C4034144,Methotrexate Injection,,
131,,,,,,,,,C1305417,Entire elbow region
131,,,,,,,,,C0227192,Inferior esophageal sphincter structure
131,,,,,,,,,C0018563,Hand
132,C0003864,Arthritis,,,,,,,,
132,,,C0030193,Pain,,,,,,
132,,,C0683369,Clouded consciousness,,,,,,
132,,,,,C2003844,Shampooing (action),,,,
132,,,,,,,,,C0018563,Hand
132,,,,,,,,,C0018494,Hair
132,,,,,,,,,C1281583,Entire hand
133,C0003864,Arthritis,,,,,,,,
133,,,C0278148,Throbbing pain,,,,,,
133,,,C0278144,Dull pain,,,,,,
133,,,C0238656,Ankle pain,,,,,,
133,,,C0231528,Myalgia,,,,,,
133,,,C2016977,Pain in right foot,,,,,,
133,,,C0030193,Pain,,,,,,
133,,,C0004604,Back Pain,,,,,,
133,,,,,,,,,C0230366,Structure of left wrist
133,,,,,,,,,C0230365,Structure of right wrist
133,,,,,,,,,C0230403,Fifth finger
133,,,,,,,,,C0230347,Left upper arm structure
133,,,,,,,,,C1269612,Entire upper arm
133,,,,,,,,,C1280013,Entire right ankle
133,,,,,,,,,C1281583,Entire hand
133,,,,,,,,,C0262950,Skeletal bone
134,C0032987,Ectopic Pregnancy,,,,,,,,
134,,,C0037088,Signs and Symptoms,,,,,,
134,,,C0015672,Fatigue,,,,,,
134,,,,,C0751429,"Surgical Procedures, Laparoscopic",,,,
134,,,,,C0700589,Contraceptive methods,,,,
134,,,,,,,,,C0006104,Brain
134,,,,,,,,,C1281195,Entire left fallopian tube
135,C0036916,Sexually Transmitted Diseases,,,,,,,,
135,,,C0859371,Burning lips (sensation),,,,,,
135,,,C0221423,Illness (finding),,,,,,
135,,,C0234230,"Pain, Burning",,,,,,
135,,,C0030193,Pain,,,,,,
135,,,,,,,,,C0458582,Upper lip structure
136,C0036916,Sexually Transmitted Diseases,,,,,,,,
137,C0036916,Sexually Transmitted Diseases,,,,,,,,
137,,,C0231218,Malaise,,,,,,
137,,,C0033774,Pruritus,,,,,,
137,,,,,,,,,C0042993,Vulva
137,,,,,,,,,C1552134,20s
138,C0730321,Punctate inner choroidopathy,,,,,,,,
138,,,C0033774,Pruritus,,,,,,
138,,,,,,,,,C1552134,20s
139,C0036916,Sexually Transmitted Diseases,,,,,,,,
140,C0036916,Sexually Transmitted Diseases,,,,,,,,
140,,,C0030193,Pain,,,,,,
140,,,,,,,,,C0039597,Testis
140,,,,,,,,,C0036471,Scrotum
140,,,,,,,,,C1281594,Entire abdomen
140,,,,,,,,,C1280739,Entire penis
141,C0003864,Arthritis,,,,,,,,
141,,,C0003862,Arthralgia,,,,,,
141,,,C0015230,Exanthema,,,,,,
141,,,C0015672,Fatigue,,,,,,
142,C0003873,Rheumatoid Arthritis,,,,,,,,
142,,,C0030193,Pain,,,,,,
143,C0003864,Arthritis,,,,,,,,
143,,,,,C0947647,Manipulation procedure,,,,
143,,,,,,,,,C0022122,Bone structure of ischium
143,,,,,,,,,C0019552,Hip structure
144,C0003864,Arthritis,,,,,,,,
144,,,C0030193,Pain,,,,,,
